"alternate","js-lightbox-media-link href","photo-box-img src","arrange_unit","menu-item-details-description","menu-item-price-amount","js-lightbox-media-link href 2","photo-box-img src 2","arrange_unit 2","arrange_unit href","menu-item-details-description 2","menu-item-details-stats","icon_svg href","menu-item-price-amount 2","js-lightbox-media-link href 3","photo-box-img src 3","arrange_unit 3","menu-item-details-description 3","menu-item-price-amount 3","js-lightbox-media-link href 4","photo-box-img src 4","arrange_unit 4","menu-item-details-description 4","menu-item-price-amount 4","js-lightbox-media-link href 5","photo-box-img src 5","arrange_unit 5","menu-item-details-description 5","menu-item-price-amount 5","js-lightbox-media-link href 8","photo-box-img src 8","arrange_unit 8","menu-item-details-description 8","menu-item-price-amount 8","arrange_unit 10"
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BOX - GOLDEN AVOCADO (VEGAN)","LIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI *ALL BURRITO BOXES SERVED WITH CHOICE OF PROTEIN SERVED OVER RICE, BLACK BEANS, SALSA & PICO DE GALLO **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","https://www.yelp.com/menu/tacoria-princeton/item/box-brussels-sprouts-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/tfTkslXuP2iJvEm4Um2ntw/60s.jpg","BOX - BRUSSELS SPROUTS (VEGAN)","https://www.yelp.com/menu/tacoria-princeton/item/box-brussels-sprouts-vegan","CHARRED & TOSSED IN A CHIPOTLE AGAVE SAUSE & PAIRED WITH VEGAN CHIPOTLE AIOLI*ALL BURRITO BOXES SERVED WITH CHOICE OF PROTEIN SERVED OVER RICE, BLACK BEANS, SALSA & PICO DE GALLO **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$13.15","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BOX - RAJAS (VEGAN)","ROASTED CORN & POBLANO PEPPERS SERVED WITH SMOKY ROJA SALSA*ALL BURRITO BOXES SERVED WITH CHOICE OF PROTEIN SERVED OVER RICE, BLACK BEANS, SALSA & PICO DE GALLO **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","https://www.yelp.com/menu/tacoria-princeton/item/box-beyond-tacorizo-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/dMiTk_q4G-7C7Mrtm4ABpQ/60s.jpg","BOX - BEYOND TACORIZO (VEGAN)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES.*ALL BURRITO BOXES SERVED WITH CHOICE OF PROTEIN SERVED OVER RICE, BLACK BEANS, SALSA & PICO DE GALLO **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$14.95","","","","","","","","","","",""
"EN-SALAD-A (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - GOLDEN AVOCADO (VEGAN)","LIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI*ALL SALAD SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","https://www.yelp.com/menu/tacoria-princeton/item/salad-brussels-sprouts-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/ybPRC_8WFEAaNBAsHhEZ1w/60s.jpg","SALAD - BRUSSELS SPROUTS (VEGAN)","https://www.yelp.com/menu/tacoria-princeton/item/salad-brussels-sprouts-vegan","CHARRED & TOSSED IN A CHIPOTLE AGAVE SAUCE PAIRED WITH VEGAN CHIPOTLE AIOLI*ALL SALAD SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","2 photos","[object Object]","$13.15","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - RAJAS (VEGAN)","ROASTED CORN & POBLANO PEPPERS SERVED WITH SMOKY ROJA SALSA *ALL SALAD SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - BEYOND TACORIA (VEGAN)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES PAIRED WITH VERDE SALSA*ALL SALAD SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$14.95","","","","","",""
"VIVA LA NACHOS - PIE (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - GOLDEN AVOCADO (VEGAN)","LIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - RAJAS (VEGAN)","ROASTER CORN & POBLANO PEPPERS SERVED WITH SMOKY ROJA SALSA *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - BRUSSELS SPROUTS (VEGAN)","CHARRED & TOSSED IN A CHIPOTLE AGAVE SAUCE & PAIRED WITH VEGAN CHIPOTLE AIOLI*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - BEYOND TACORIZO (VEGAN)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES PAIRED WITH VERDE SALSA *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.80",""
"VIVA LA NOACHOS - FULL (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - GOLDEN AVOCADO (VEGAN)","LIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - RAJAS (VEGAN)","ROASTED CORN & POBLANO PEPPERS SERVED WITH SMOKY ROJA SALSA*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - BRUSSELS SPROUTS (VEGAN)","HARRED & TOSSED IN A CHIPOTLE AGAVE SAUCE & PAIRED WITH VEGAN CHIPOTLE AIOLI *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - BEYOND TACORIZO (VEGAN)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES PAIRED WITH VERDE SALSA*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$24.00",""
"SMALL BITES (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","https://www.yelp.com/menu/tacoria-princeton/item/mexican-street-corn-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/Gf5zZHAS7mNTZnWoxQaAHQ/60s.jpg","MEXICAN STREET CORN  (VEGAN)","https://www.yelp.com/menu/tacoria-princeton/item/mexican-street-corn-vegan","ROASTED  SWEET CORN SMOTHERED WITH VEGAN CHIPOTLE AIOLI NAD TOP WITH CILANTRO**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$6.00","","","","","","https://www.yelp.com/menu/tacoria-princeton/item/golden-avocado-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/uxA0D5RmR8rJX9uSoqhpoA/60s.jpg","GOLDEN AVOCADO (VEGAN)","LIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$4.20","","","","","","","","","","",""
"HAND CRAFTED TACOS (KIDS)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SINGLE TACO - STEAK (KIDS)","SPICE MARINATED GRILLED STEAK*KIDS TACOS SERVED WITH JACK CHEESE, LATTUCE & CHOICE OF PROTEIN ON A CORN TORTILLA. (SINGLE TACO)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$4.50","https://www.yelp.com/menu/tacoria-princeton/item/single-taco-grilled-chicken-kids","https://s3-media0.fl.yelpcdn.com/bphoto/u2mVRqt5WM2XNxsLzCIB4A/60s.jpg","SINGLE TACO - GRILLED CHICKEN (KIDS)","https://www.yelp.com/menu/tacoria-princeton/item/single-taco-grilled-chicken-kids","CITRUS KISSED GRILLED CHICKEN *KIDS TACOS SERVED WITH JACK CHEESE, LATTUCE & CHOICE OF PROTEIN ON A CORN TORTILLA. (SINGLE TACO)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$3.30","","","","","","","","","","","","","","","","","","","","",""
"QUESADILLA SUIZA (KIDS)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","QUESADILLA - STEAK (KIDS)","SPICE MARINATED GRILLED STEAK *QUESADILLA SERVED WITH CHEESE & CHOICE OF PROTEIN IN A FLOUR TORTILLA.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$9.60","https://www.yelp.com/menu/tacoria-princeton/item/quesadilla-cheese-only-kids","https://s3-media0.fl.yelpcdn.com/bphoto/eUYL77vfGPgfJ5LbnlWNgw/60s.jpg","QUESADILLA - CHEESE ONLY (KIDS)","https://www.yelp.com/menu/tacoria-princeton/item/quesadilla-cheese-only-kids","CHEESE ONLY*QUESADILLA SERVED WITH CHEESE & CHOICE OF PROTEIN IN A FLOUR TORTILLA.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$7.75","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","QUESADILLA - GRILLED CHICKEN (KIDS)","CITRUS KISSED GRILLED CHICKEN*QUESADILLA SERVED WITH CHEESE & CHOICE OF PROTEIN IN A FLOUR TORTILLA.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$8.40","","","","","","","","","","","","","","","",""
"BOX - BURRITO (KIDS)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BOX - STEAK (KIDS)","PICED MARINATED GRILLED STEAK*BOX SERVED WITH SEASONED RICE, BLACK BEANS, JACK CHEESE & CHOICE OF PROTEIN. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$9.60","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BOX - GRILLED CHICKEN (KIDS)","CITRUS KISSED GRILLED CHICKEN *BOX SERVED WITH SEASONED RICE, BLACK BEANS, JACK CHEESE & CHOICE OF PROTEIN. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$8.40","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","","SEASONED WHITE RICE WITH BLACK BEANS AND CHEESE. *BOX SERVED WITH SEASONED RICE, BLACK BEANS, JACK CHEESE & CHOICE OF PROTEIN. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$6.00","","","","","","BOX - RICE & BEANS (KIDS)"
"NACHOS (KIDS)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","NACHOS - CHEESE ONLY (KIDS)","CHIPS WITH MELTED CHEESE**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$4.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIDES (KIDS)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","ROASTED CORN (KIDS)","PLAIN ROASTED CORN (1/2 PIECE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$2.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRINKS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","TOPO CHICO","Sparkling mineral water, sourced and bottled in monterrey, mexico, offering a refreshing and crisp taste.","$4.20","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","MEXICAN COCA COLA","The same great taste made with only pure cane sugar and served in a bottle.","$4.20","","","","","","","","","","","","","","","",""
